Project,Fundraise,Pre-valuation,Stage,Investors,Category,Date,Year
Camp Network,25,250,Series A,Blockchain Capital,Layer-2,4/29/2025,2025
Camp Network,25,250,Series A,1kx,Layer-2,4/29/2025,2025
Camp Network,25,250,Series A,OKX Ventures,Layer-2,4/29/2025,2025
Camp Network,25,250,Series A,Lattice Capital,Layer-2,4/29/2025,2025
Camp Network,25,250,Series A,Paper Ventures,Layer-2,4/29/2025,2025
Miden,25,250,Seed Round,Andreessen Horowitz (a16z),Blockchain,4/29/2025,2025
Miden,25,250,Seed Round,1kx,Blockchain,4/29/2025,2025
Miden,25,250,Seed Round,Hack VC,Blockchain,4/29/2025,2025
Miden,25,250,Seed Round,P2 Ventures,Blockchain,4/29/2025,2025
Miden,25,250,Seed Round,MH Ventures,Blockchain,4/29/2025,2025
Miden,25,250,Seed Round,Finality Capital Partners,Blockchain,4/29/2025,2025
Miden,25,250,Seed Round,Sreeram Kannan,Blockchain,4/29/2025,2025
Miden,25,250,Seed Round,Symbolic Capital,Blockchain,4/29/2025,2025
Miden,25,250,Seed Round,Rune Christensen,Blockchain,4/29/2025,2025
Unto,14,144,Funding Round,Electric Capital,Blockchain,4/29/2025,2025
Unto,14,144,Funding Round,Framework Ventures,Blockchain,4/29/2025,2025
ROVR,3,26,Seed Round,Borderless Capital,Infrastructure,4/29/2025,2025
ROVR,3,26,Seed Round,GEODNET,Infrastructure,4/29/2025,2025
WineFi,2,20,Seed Round,SFC Capital,Blockchain Service,4/26/2025,2025
WineFi,2,20,Seed Round,Coterie Holdings,Blockchain Service,4/26/2025,2025
Magicblock,8,75,Seed Round,Lightspeed Venture Partners,Infrastructure,4/25/2025,2025
Magicblock,8,75,Seed Round,Mechanism Capital,Infrastructure,4/25/2025,2025
Magicblock,8,75,Seed Round,Delphi Ventures,Infrastructure,4/25/2025,2025
Magicblock,8,75,Seed Round,Robot Ventures,Infrastructure,4/25/2025,2025
Magicblock,8,75,Seed Round,chainyoda.eth,Infrastructure,4/25/2025,2025
Magicblock,8,75,Seed Round,Matt Sorg,Infrastructure,4/25/2025,2025
Magicblock,8,75,Seed Round,Equilibrium Ventures,Infrastructure,4/25/2025,2025
Magicblock,8,75,Seed Round,Maven 11 Capital,Infrastructure,4/25/2025,2025
Magicblock,8,75,Seed Round,Anatoly Yakovenko,Infrastructure,4/25/2025,2025
Magicblock,8,75,Seed Round,Mert Mumtaz,Infrastructure,4/25/2025,2025
Magicblock,8,75,Seed Round,Tristan Yver,Infrastructure,4/25/2025,2025
Magicblock,8,75,Seed Round,Pivot Global,Infrastructure,4/25/2025,2025
Magicblock,8,75,Seed Round,Theo Gonella,Infrastructure,4/25/2025,2025
Nous Research,20,200,Seed Round,Delphi Digital (Delphi Labs),Artificial Intelligence,4/25/2025,2025
Nous Research,20,200,Seed Round,Distributed Global,Artificial Intelligence,4/25/2025,2025
Nous Research,20,200,Seed Round,North Island Ventures,Artificial Intelligence,4/25/2025,2025
Nous Research,50,"1,000",Series A,Paradigm,Artificial Intelligence,4/25/2025,2025
Theo,20,200,Funding Round,Hack VC,DeFi,4/24/2025,2025
Theo,20,200,Funding Round,Manifold Trading,DeFi,4/24/2025,2025
Theo,20,200,Funding Round,Amber Group,DeFi,4/24/2025,2025
Theo,20,200,Funding Round,Selini Capital,DeFi,4/24/2025,2025
Theo,20,200,Funding Round,Mirana Ventures,DeFi,4/24/2025,2025
Theo,20,200,Funding Round,SCB Limited,DeFi,4/24/2025,2025
Theo,20,200,Funding Round,Metalayer Ventures,DeFi,4/24/2025,2025
Theo,20,200,Funding Round,Anthos Capital,DeFi,4/24/2025,2025
Theo,20,200,Funding Round,MEXC Global (Privcode Capital),DeFi,4/24/2025,2025
Theo,20,200,Funding Round,Flowdesk,DeFi,4/24/2025,2025
Catalysis,1,13,Pre-seed,Crypto Times,Infrastructure,4/24/2025,2025
Catalysis,1,13,Pre-seed,Richard Malone,Infrastructure,4/24/2025,2025
Catalysis,1,13,Pre-seed,FunFair Ventures,Infrastructure,4/24/2025,2025
Catalysis,1,13,Pre-seed,Cosmostation,Infrastructure,4/24/2025,2025
Catalysis,1,13,Pre-seed,SpaceshipDAO,Infrastructure,4/24/2025,2025
Catalysis,1,13,Pre-seed,Hashed Emergent,Infrastructure,4/24/2025,2025
Catalysis,1,13,Pre-seed,Presto Labs,Infrastructure,4/24/2025,2025
Catalysis,1,13,Pre-seed,Eric Ashdown,Infrastructure,4/24/2025,2025
Catalysis,1,13,Pre-seed,Dhivesh Govender,Infrastructure,4/24/2025,2025
Inco Network,5,50,Strategic Round,1kx,Blockchain,4/24/2025,2025
Inco Network,5,50,Strategic Round,a16z crypto CSX,Blockchain,4/24/2025,2025
Inco Network,5,50,Strategic Round,Coinbase Ventures,Blockchain,4/24/2025,2025
Inco Network,5,50,Strategic Round,South Park Commons,Blockchain,4/24/2025,2025
Inco Network,5,50,Strategic Round,Script Capital,Blockchain,4/24/2025,2025
Inco Network,5,50,Strategic Round,Orange DAO,Blockchain,4/24/2025,2025
Securitize,400,"4,000",Funding Round,Mantle,NA,4/24/2025,2025
MASK,5,50,Funding Round,DWF Labs,Social,4/23/2025,2025
Symbiotic,29,290,Series A,Pantera Capital,Liquid Staking Protocols,4/23/2025,2025
Symbiotic,29,290,Series A,Coinbase Ventures,Liquid Staking Protocols,4/23/2025,2025
ANLOG,15,150,Funding Round,Bolts Capital,Infrastructure,4/22/2025,2025
Tally,8,80,Series A,Blockchain Capital,Governance,4/22/2025,2025
Tally,8,80,Series A,AppWorks,Governance,4/22/2025,2025
Tally,8,80,Series A,BitGo,Governance,4/22/2025,2025
Arch Network,13,200,Series A,Pantera Capital,Infrastructure,4/22/2025,2025
Inflow,1,11,Pre-seed,Alliance,Blockchain Service,4/22/2025,2025
Inflow,1,11,Pre-seed,Gnosis,Blockchain Service,4/22/2025,2025
Inflow,1,11,Pre-seed,Rockstart,Blockchain Service,4/22/2025,2025
Consensus Value Creation,20,200,Strategic Round,Paradigm,Blockchain Service,4/20/2025,2025
Planck Network,200,"2,000",Funding Round,Rollman Management,Modular Blockchain,4/18/2025,2025
ZND,20,200,Funding Round,Rollman Management,DeFi,4/17/2025,2025
Goodfire,50,500,Series A,Lightspeed Venture Partners,Artificial Intelligence,4/17/2025,2025
Goodfire,50,500,Series A,Wing VC,Artificial Intelligence,4/17/2025,2025
Goodfire,50,500,Series A,B Capital Group,Artificial Intelligence,4/17/2025,2025
Goodfire,50,500,Series A,Menlo Ventures,Artificial Intelligence,4/17/2025,2025
Goodfire,50,500,Series A,Anthropic,Artificial Intelligence,4/17/2025,2025
Goodfire,50,500,Series A,Work-Bench,Artificial Intelligence,4/17/2025,2025
Goodfire,50,500,Series A,South Park Commons,Artificial Intelligence,4/17/2025,2025
Resolv Labs,10,100,Seed Round,Arrington XRP Capital,DeFi,4/16/2025,2025
Resolv Labs,10,100,Seed Round,Coinbase Ventures,DeFi,4/16/2025,2025
Resolv Labs,10,100,Seed Round,gumi Cryptos Capital,DeFi,4/16/2025,2025
Resolv Labs,10,100,Seed Round,Animoca Brands,DeFi,4/16/2025,2025
Resolv Labs,10,100,Seed Round,Robot Ventures,DeFi,4/16/2025,2025
Resolv Labs,10,100,Seed Round,Maven 11 Capital,DeFi,4/16/2025,2025
Resolv Labs,10,100,Seed Round,No Limit Holdings,DeFi,4/16/2025,2025
Resolv Labs,10,100,Seed Round,SCB Limited,DeFi,4/16/2025,2025
WLFI,25,250,Funding Round,DWF Labs,DeFi,4/16/2025,2025
ORO,6,60,Seed Round,a16z crypto CSX,Blockchain Service,4/16/2025,2025
ORO,6,60,Seed Round,Delphi Ventures,Blockchain Service,4/16/2025,2025
ORO,6,60,Seed Round,NEAR Foundation,Blockchain Service,4/16/2025,2025
ORO,6,60,Seed Round,Orange DAO,Blockchain Service,4/16/2025,2025
ORO,6,60,Seed Round,Ocular VC,Blockchain Service,4/16/2025,2025
ORO,6,60,Seed Round,0G Labs,Blockchain Service,4/16/2025,2025
Glider,4,40,Funding Round,a16z crypto CSX,DeFi,4/16/2025,2025
Glider,4,40,Funding Round,Coinbase Ventures,DeFi,4/16/2025,2025
Glider,4,40,Funding Round,Selini Capital,DeFi,4/16/2025,2025
Glider,4,40,Funding Round,Uniswap,DeFi,4/16/2025,2025
Glider,4,40,Funding Round,GSR Markets (GSR),DeFi,4/16/2025,2025
Glider,4,40,Funding Round,MoonPay,DeFi,4/16/2025,2025
Glider,4,40,Funding Round,Anagram Crypto,DeFi,4/16/2025,2025
Glider,4,40,Funding Round,GenerativeVentures,DeFi,4/16/2025,2025
Neutrl,5,50,Funding Round,Accomplice,DeFi,4/16/2025,2025
Neutrl,5,50,Funding Round,Amber Group,DeFi,4/16/2025,2025
Neutrl,5,50,Funding Round,Nascent,DeFi,4/16/2025,2025
Neutrl,5,50,Funding Round,DCF GOD,DeFi,4/16/2025,2025
Neutrl,5,50,Funding Round,Figment Capital,DeFi,4/16/2025,2025
Neutrl,5,50,Funding Round,Will Price,DeFi,4/16/2025,2025
Neutrl,5,50,Funding Round,Joshua Lim,DeFi,4/16/2025,2025
Neutrl,5,50,Funding Round,Michael Ng,DeFi,4/16/2025,2025
Neutrl,5,50,Funding Round,Jai Bhavnani,DeFi,4/16/2025,2025
Neutrl,5,50,Funding Round,STIX,DeFi,4/16/2025,2025
Neutrl,5,50,Funding Round,Guy Young,DeFi,4/16/2025,2025
Neutrl,5,50,Funding Round,SCB Limited,DeFi,4/16/2025,2025
Neutrl,5,50,Funding Round,JPEG Trading,DeFi,4/16/2025,2025
Neutrl,5,50,Funding Round,jez,DeFi,4/16/2025,2025
Optimum,11,110,Seed Round,1kx,Infrastructure,4/15/2025,2025
Optimum,11,110,Seed Round,CMT Digital,Infrastructure,4/15/2025,2025
Optimum,11,110,Seed Round,The Spartan Group,Infrastructure,4/15/2025,2025
Optimum,11,110,Seed Round,CMS Holdings,Infrastructure,4/15/2025,2025
Optimum,11,110,Seed Round,Animoca Brands,Infrastructure,4/15/2025,2025
Optimum,11,110,Seed Round,NGC Ventures,Infrastructure,4/15/2025,2025
Optimum,11,110,Seed Round,Robot Ventures,Infrastructure,4/15/2025,2025
Optimum,11,110,Seed Round,SNZ Holding,Infrastructure,4/15/2025,2025
Optimum,11,110,Seed Round,LongHash Ventures,Infrastructure,4/15/2025,2025
Optimum,11,110,Seed Round,Big Brain Holdings,Infrastructure,4/15/2025,2025
Optimum,11,110,Seed Round,GSR Markets (GSR),Infrastructure,4/15/2025,2025
Optimum,11,110,Seed Round,Caladan (Alphalab),Infrastructure,4/15/2025,2025
Optimum,11,110,Seed Round,Finality Capital Partners,Infrastructure,4/15/2025,2025
Optimum,11,110,Seed Round,Reforge,Infrastructure,4/15/2025,2025
Optimum,11,110,Seed Round,Triton Capital,Infrastructure,4/15/2025,2025
Rekord AG,5,45,Seed Round,NA,Blockchain Service,4/15/2025,2025
Embr.fun,2,18,Funding Round,Robot Ventures,Meme,4/15/2025,2025
Embr.fun,2,18,Funding Round,Lattice Capital,Meme,4/15/2025,2025
Embr.fun,2,18,Funding Round,Daryl Lau,Meme,4/15/2025,2025
Embr.fun,2,18,Funding Round,Eugene Chen,Meme,4/15/2025,2025
ZenMEV,140,"1,400",Strategic Round,VC VentureX,DeFi,4/14/2025,2025
BGSC,12,120,Series A,DuckDAO,NA,4/11/2025,2025
BGSC,12,120,Series A,BullPerks,NA,4/11/2025,2025
BGSC,12,120,Series A,MaxxCapital,NA,4/11/2025,2025
BGSC,12,120,Series A,Castrum Capital,NA,4/11/2025,2025
BGSC,12,120,Series A,Becker Ventures,NA,4/11/2025,2025
OpenZK,6,60,Funding Round,Animoca Brands,Infrastructure,4/11/2025,2025
OpenZK,6,60,Funding Round,Sovereign Trust,Infrastructure,4/11/2025,2025
OpenZK,6,60,Funding Round,Coinstore,Infrastructure,4/11/2025,2025
APX Lending,20,200,Funding Round,Cypress Hills,Finance,4/11/2025,2025
Meanwhile,40,190,Series A,Framework Ventures,Insurance,4/10/2025,2025
Meanwhile,40,190,Series A,Fulgur Ventures,Insurance,4/10/2025,2025
Meanwhile,40,190,Series A,Wences Casares,Insurance,4/10/2025,2025
Wunder.Social,50,500,Funding Round,Rollman Management,Social,4/9/2025,2025
Solix,30,295,Funding Round,Eclip Foundation,DePIN,4/9/2025,2025
Lyzi,1,14,Seed Round,Tezos Foundation,Wallet,4/8/2025,2025
Lyzi,1,14,Seed Round,NYX Ventures,Wallet,4/8/2025,2025
Lyzi,1,14,Seed Round,Jean-Luc Bernard,Wallet,4/8/2025,2025
Lyzi,1,14,Seed Round,Christopher Grilhaut des Fontaines,Wallet,4/8/2025,2025
Octane,7,68,Seed Round,Balaji Srinivasan,Blockchain Service,4/8/2025,2025
Octane,7,68,Seed Round,Sina Habibian,Blockchain Service,4/8/2025,2025
Octane,7,68,Seed Round,Winklevoss Capital,Blockchain Service,4/8/2025,2025
Octane,7,68,Seed Round,Archetype,Blockchain Service,4/8/2025,2025
Octane,7,68,Seed Round,Gemini Frontier Fund,Blockchain Service,4/8/2025,2025
Octane,7,68,Seed Round,Druid Ventures,Blockchain Service,4/8/2025,2025
Octane,7,68,Seed Round,Legion Capital,Blockchain Service,4/8/2025,2025
Octane,7,68,Seed Round,Duke Capital Partners,Blockchain Service,4/8/2025,2025
DecentralGPT,3,30,Funding Round,Cherry Ventures,Infrastructure,4/8/2025,2025
DecentralGPT,3,30,Funding Round,DePIN X,Infrastructure,4/8/2025,2025
DecentralGPT,3,30,Funding Round,Aethir,Infrastructure,4/8/2025,2025
DecentralGPT,3,30,Funding Round,BTR Capital,Infrastructure,4/8/2025,2025
DecentralGPT,3,30,Funding Round,AGICrypto Capital,Infrastructure,4/8/2025,2025
Firefish,2,18,Seed Round,MitonC,Finance,4/8/2025,2025
Firefish,2,18,Seed Round,Braiins,Finance,4/8/2025,2025
CAP,8,80,Seed Round,Bryan Pellegrino,DeFi,4/7/2025,2025
CAP,8,80,Seed Round,Spencer Noon,DeFi,4/7/2025,2025
CAP,8,80,Seed Round,Jason Yanowitz,DeFi,4/7/2025,2025
CAP,8,80,Seed Round,Lucas Kozinski,DeFi,4/7/2025,2025
CAP,8,80,Seed Round,Sonya Kim,DeFi,4/7/2025,2025
CAP,8,80,Seed Round,Selini Capital,DeFi,4/7/2025,2025
CAP,8,80,Seed Round,Franklin Templeton,DeFi,4/7/2025,2025
CAP,8,80,Seed Round,RockawayX,DeFi,4/7/2025,2025
CAP,8,80,Seed Round,CMCC Global,DeFi,4/7/2025,2025
CAP,8,80,Seed Round,Caladan (Alphalab),DeFi,4/7/2025,2025
CAP,8,80,Seed Round,Flow Traders,DeFi,4/7/2025,2025
CAP,8,80,Seed Round,IMC Financial Markets,DeFi,4/7/2025,2025
CAP,8,80,Seed Round,Superscrypt,DeFi,4/7/2025,2025
CAP,8,80,Seed Round,Fasanara Capital,DeFi,4/7/2025,2025
CAP,8,80,Seed Round,Breed,DeFi,4/7/2025,2025
CAP,8,80,Seed Round,Laser Digital,DeFi,4/7/2025,2025
CAP,8,80,Seed Round,nonce Classic,DeFi,4/7/2025,2025
CAP,8,80,Seed Round,Presto Labs,DeFi,4/7/2025,2025
CAP,8,80,Seed Round,Auros Global,DeFi,4/7/2025,2025
CAP,8,80,Seed Round,Paper Ventures,DeFi,4/7/2025,2025
CAP,8,80,Seed Round,Flowdesk,DeFi,4/7/2025,2025
CAP,8,80,Seed Round,Curved Ventures,DeFi,4/7/2025,2025
CAP,8,80,Seed Round,Triton Capital,DeFi,4/7/2025,2025
CAP,8,80,Seed Round,GSR Markets (GSR),DeFi,4/7/2025,2025
Sats Terminal,2,17,Pre-seed,Coinbase Ventures,DEX,4/7/2025,2025
Sats Terminal,2,17,Pre-seed,Draper Associates,DEX,4/7/2025,2025
Sats Terminal,2,17,Pre-seed,3Commas,DEX,4/7/2025,2025
Sats Terminal,2,17,Pre-seed,Draper Dragon,DEX,4/7/2025,2025
Sats Terminal,2,17,Pre-seed,Tenzor Capital,DEX,4/7/2025,2025
Sats Terminal,2,17,Pre-seed,MH Ventures,DEX,4/7/2025,2025
Sats Terminal,2,17,Pre-seed,Delta Blockchain Fund,DEX,4/7/2025,2025
Sats Terminal,2,17,Pre-seed,UTXO Management,DEX,4/7/2025,2025
Sats Terminal,2,17,Pre-seed,Sats Ventures,DEX,4/7/2025,2025
Sats Terminal,2,17,Pre-seed,Core DAO,DEX,4/7/2025,2025
Sats Terminal,2,17,Pre-seed,domo,DEX,4/7/2025,2025
Sats Terminal,2,17,Pre-seed,Paul Taylor,DEX,4/7/2025,2025
Sats Terminal,2,17,Pre-seed,Franklin Bi,DEX,4/7/2025,2025
Codex,16,158,Seed Round,Coinbase Ventures,Infrastructure,4/4/2025,2025
Codex,16,158,Seed Round,Dragonfly Capital,Infrastructure,4/4/2025,2025
Codex,16,158,Seed Round,Cumberland,Infrastructure,4/4/2025,2025
Codex,16,158,Seed Round,Wintermute,Infrastructure,4/4/2025,2025
Codex,16,158,Seed Round,Selini Capital,Infrastructure,4/4/2025,2025
Codex,16,158,Seed Round,Circle Ventures,Infrastructure,4/4/2025,2025
P2P.me,2,20,Seed Round,Multicoin Capital,Blockchain Service,4/3/2025,2025
P2P.me,2,20,Seed Round,Coinbase Ventures,Blockchain Service,4/3/2025,2025
UOS,12,120,Funding Round,Noia Capital,Gaming,4/3/2025,2025
BAI,1,10,Funding Round,Foresight Ventures,NA,4/2/2025,2025
BAI,1,10,Funding Round,Morph,NA,4/2/2025,2025
Collecto,3,30,Seed Round,Marcello Albergoni,Finance,4/2/2025,2025
Collecto,3,30,Seed Round,Alessandro Zanotti,Finance,4/2/2025,2025
Collecto,3,30,Seed Round,Andrea Travasoni,Finance,4/2/2025,2025
Collecto,3,30,Seed Round,Guido Frisiani,Finance,4/2/2025,2025
Collecto,3,30,Seed Round,Gianluca Corti,Finance,4/2/2025,2025
Collecto,3,30,Seed Round,Marco Bragadin,Finance,4/2/2025,2025
Collecto,3,30,Seed Round,Giacomo Lorusso,Finance,4/2/2025,2025
Collecto,3,30,Seed Round,Fabio Peloso,Finance,4/2/2025,2025
Bloctopus,1,10,Seed Round,Brevan Howard,Infrastructure,4/1/2025,2025
Bloctopus,1,10,Seed Round,Techstars,Infrastructure,4/1/2025,2025
Bloctopus,1,10,Seed Round,Quantstamp,Infrastructure,4/1/2025,2025
Bloctopus,1,10,Seed Round,Hivemind Capital Partners,Infrastructure,4/1/2025,2025
Bloctopus,1,10,Seed Round,Iron Key Capital,Infrastructure,4/1/2025,2025
Bloctopus,1,10,Seed Round,Raga Finance,Infrastructure,4/1/2025,2025
The9,8,80,Strategic Round,FineWill Capital,Gaming,3/31/2025,2025
The9,8,80,Strategic Round,Elune Capital,Gaming,3/31/2025,2025
The9,8,80,Strategic Round,Bripheno Pte. Ltd.,Gaming,3/31/2025,2025
Cambrian Network,6,59,Seed Round,a16z crypto CSX,Infrastructure,3/31/2025,2025
Cambrian Network,6,59,Seed Round,Blockchain Builders Fund,Infrastructure,3/31/2025,2025
Ambient,7,72,Seed Round,a16z crypto CSX,Blockchain,3/31/2025,2025
Ambient,7,72,Seed Round,Amber Group,Blockchain,3/31/2025,2025
Ambient,7,72,Seed Round,Delphi Ventures,Blockchain,3/31/2025,2025
Ambient,7,72,Seed Round,Infinite Capital,Blockchain,3/31/2025,2025
Ambient,7,72,Seed Round,Big Brain Holdings,Blockchain,3/31/2025,2025
Ambient,7,72,Seed Round,Anatoly Yakovenko,Blockchain,3/31/2025,2025
Ambient,7,72,Seed Round,Ashwin Ramachandran,Blockchain,3/31/2025,2025
Ambient,7,72,Seed Round,Proof Group,Blockchain,3/31/2025,2025
Ambient,7,72,Seed Round,Raj Gokal,Blockchain,3/31/2025,2025
Ambient,7,72,Seed Round,Superscrypt,Blockchain,3/31/2025,2025
Ambient,7,72,Seed Round,Builder Capital,Blockchain,3/31/2025,2025
Ambient,7,72,Seed Round,Edessa Capital,Blockchain,3/31/2025,2025
Ambient,7,72,Seed Round,kelxyz,Blockchain,3/31/2025,2025
Ambient,7,72,Seed Round,Michael Heinrich,Blockchain,3/31/2025,2025
Ambient,7,72,Seed Round,Aethir,Blockchain,3/31/2025,2025
Mahojin,5,50,Seed Round,a16z crypto CSX,Blockchain Service,3/31/2025,2025
Mahojin,5,50,Seed Round,Maelstrom,Blockchain Service,3/31/2025,2025
Mahojin,5,50,Seed Round,WAGMI Ventures,Blockchain Service,3/31/2025,2025
Mahojin,5,50,Seed Round,Ekram Ahmed,Blockchain Service,3/31/2025,2025
Mahojin,5,50,Seed Round,S.Y. Lee,Blockchain Service,3/31/2025,2025
Be Water,11,108,Funding Round,Tether,Media,3/27/2025,2025
De Charge,3,25,Seed Round,Lemniscap,Infrastructure,3/27/2025,2025
De Charge,3,25,Seed Round,Daedalus,Infrastructure,3/27/2025,2025
De Charge,3,25,Seed Round,Escape Velocity,Infrastructure,3/27/2025,2025
De Charge,3,25,Seed Round,Levitate Labs,Infrastructure,3/27/2025,2025
De Charge,3,25,Seed Round,Colosseum,Infrastructure,3/27/2025,2025
Warlock,8,80,Seed Round,Polychain Capital,DeFi,3/27/2025,2025
Warlock,8,80,Seed Round,TRGC,DeFi,3/27/2025,2025
Warlock,8,80,Seed Round,Reciprocal Ventures,DeFi,3/27/2025,2025
Warlock,8,80,Seed Round,Ambush Capital,DeFi,3/27/2025,2025
Warlock,8,80,Seed Round,Ivangbi,DeFi,3/27/2025,2025
Warlock,8,80,Seed Round,Dean Eigenmann,DeFi,3/27/2025,2025
Warlock,8,80,Seed Round,Greenfield Capital,DeFi,3/27/2025,2025
Warlock,8,80,Seed Round,Symbolic Capital,DeFi,3/27/2025,2025
Abound,14,140,Funding Round,Circle Ventures,Blockchain Service,3/27/2025,2025
Abound,14,140,Funding Round,NEAR Foundation,Blockchain Service,3/27/2025,2025
Abound,14,140,Funding Round,Time Internet,Blockchain Service,3/27/2025,2025
Capx AI,3,31,Seed Round,Richard Ma (Quantstamp),Blockchain,3/26/2025,2025
Capx AI,3,31,Seed Round,Manifold Trading,Blockchain,3/26/2025,2025
Capx AI,3,31,Seed Round,P2 Ventures,Blockchain,3/26/2025,2025
Capx AI,3,31,Seed Round,Sandeep Nailwal,Blockchain,3/26/2025,2025
Capx AI,3,31,Seed Round,Gate.io,Blockchain,3/26/2025,2025
Capx AI,3,31,Seed Round,Arcanum Capital,Blockchain,3/26/2025,2025
Capx AI,3,31,Seed Round,Autonomy Capital,Blockchain,3/26/2025,2025
Capx AI,3,31,Seed Round,MH Ventures,Blockchain,3/26/2025,2025
Capx AI,3,31,Seed Round,Cogitent Ventures,Blockchain,3/26/2025,2025
Capx AI,3,31,Seed Round,Next Web Capital,Blockchain,3/26/2025,2025
Capx AI,3,31,Seed Round,Blockarm Capital,Blockchain,3/26/2025,2025
Capx AI,3,31,Seed Round,Blue7,Blockchain,3/26/2025,2025
Capx AI,3,31,Seed Round,Amrit Kumar,Blockchain,3/26/2025,2025
Capx AI,3,31,Seed Round,Kenny Li,Blockchain,3/26/2025,2025
Capx AI,3,31,Seed Round,Luganodes,Blockchain,3/26/2025,2025
Capx AI,3,31,Seed Round,Rob Hadick,Blockchain,3/26/2025,2025
Capx AI,3,31,Seed Round,STIX,Blockchain,3/26/2025,2025
Capx AI,3,31,Seed Round,echo,Blockchain,3/26/2025,2025
Capx AI,3,31,Seed Round,Mythos Venture Partners,Blockchain,3/26/2025,2025
Coresky,15,150,Series A,Parallel Ventures,DeFi,3/25/2025,2025
Coresky,15,150,Series A,WAGMI Ventures,DeFi,3/25/2025,2025
Coresky,15,150,Series A,Tido Capital,DeFi,3/25/2025,2025
Coresky,15,150,Series A,Web3 Vision Fund,DeFi,3/25/2025,2025
Coresky,15,150,Series A,Copilot Venture Studio,DeFi,3/25/2025,2025
Chronicle,12,120,Seed Round,Brevan Howard,Infrastructure,3/25/2025,2025
Chronicle,12,120,Seed Round,Strobe (Prev. BlockTower Capital),Infrastructure,3/25/2025,2025
Chronicle,12,120,Seed Round,Fenbushi Capital,Infrastructure,3/25/2025,2025
Chronicle,12,120,Seed Round,Galaxy,Infrastructure,3/25/2025,2025
Chronicle,12,120,Seed Round,Stani Kulechov,Infrastructure,3/25/2025,2025
Chronicle,12,120,Seed Round,6MV (6th Man Ventures),Infrastructure,3/25/2025,2025
Chronicle,12,120,Seed Round,Robot Ventures,Infrastructure,3/25/2025,2025
Chronicle,12,120,Seed Round,CV VC,Infrastructure,3/25/2025,2025
Chronicle,12,120,Seed Round,Distributed Capital Partners,Infrastructure,3/25/2025,2025
Chronicle,12,120,Seed Round,Andre Cronje,Infrastructure,3/25/2025,2025
Chronicle,12,120,Seed Round,Gnosis,Infrastructure,3/25/2025,2025
Chronicle,12,120,Seed Round,UDHC,Infrastructure,3/25/2025,2025
Chronicle,12,120,Seed Round,Tioga Capital Partners,Infrastructure,3/25/2025,2025
Chronicle,12,120,Seed Round,Credibly Neutral,Infrastructure,3/25/2025,2025
Chronicle,12,120,Seed Round,Rune Christensen,Infrastructure,3/25/2025,2025
Chronicle,12,120,Seed Round,Mark Phillips (Aes),Infrastructure,3/25/2025,2025
Spot Zero,5,45,Pre-seed,HashKey Capital,Gaming,3/25/2025,2025
Spot Zero,5,45,Pre-seed,The Spartan Group,Gaming,3/25/2025,2025
Spot Zero,5,45,Pre-seed,BITKRAFT Ventures,Gaming,3/25/2025,2025
Spot Zero,5,45,Pre-seed,Infinity Ventures Crypto (IVC),Gaming,3/25/2025,2025
Spot Zero,5,45,Pre-seed,Gam3Girl Ventures,Gaming,3/25/2025,2025
Immortal Rising,3,30,Funding Round,The Spartan Group,Gaming,3/25/2025,2025
Immortal Rising,3,30,Funding Round,Immutable,Gaming,3/25/2025,2025
Immortal Rising,3,30,Funding Round,Cristian Manea,Gaming,3/25/2025,2025
Immortal Rising,3,30,Funding Round,32-Bit Ventures,Gaming,3/25/2025,2025
Immortal Rising,3,30,Funding Round,Planetarium,Gaming,3/25/2025,2025
Immortal Rising,3,30,Funding Round,Comma3 Ventures,Gaming,3/25/2025,2025
Immortal Rising,3,30,Funding Round,MARBLEX,Gaming,3/25/2025,2025
Immortal Rising,3,30,Funding Round,Notch Ventures,Gaming,3/25/2025,2025
Immortal Rising,3,30,Funding Round,Sovrun,Gaming,3/25/2025,2025
Immortal Rising,3,30,Funding Round,not neils,Gaming,3/25/2025,2025
Fragmetric,5,50,Strategic Round,Hypersphere Ventures,Liquid Restaking Tokens,3/24/2025,2025
Fragmetric,5,50,Strategic Round,Amber Group,Liquid Restaking Tokens,3/24/2025,2025
Fragmetric,5,50,Strategic Round,Robot Ventures,Liquid Restaking Tokens,3/24/2025,2025
Fragmetric,5,50,Strategic Round,RockawayX,Liquid Restaking Tokens,3/24/2025,2025
Fragmetric,5,50,Strategic Round,Bitgo,Liquid Restaking Tokens,3/24/2025,2025
Rain,25,245,Series A,Lightspeed Venture Partners,Finance,3/24/2025,2025
Rain,25,245,Series A,Coinbase Ventures,Finance,3/24/2025,2025
Rain,25,245,Series A,Galaxy,Finance,3/24/2025,2025
Rain,25,245,Series A,Hard Yaka,Finance,3/24/2025,2025
Rain,25,245,Series A,Canonical Crypto,Finance,3/24/2025,2025
Rain,25,245,Series A,BDMI,Finance,3/24/2025,2025
Rain,25,245,Series A,Latitude,Finance,3/24/2025,2025
Rain,25,245,Series A,CompoSecure,Finance,3/24/2025,2025
Rain,25,245,Series A,Norwest,Finance,3/24/2025,2025
Metaplanet,87,870,Funding Round,EVO Fund,Finance,3/3/2025,2025
Prime Intellect,15,150,Funding Round,Balaji Srinivasan,Blockchain Service,2/28/2025,2025
Prime Intellect,15,150,Funding Round,Founders Fund,Blockchain Service,2/28/2025,2025
